FSM_ID FSMStates FSMInputs FSMOutputs FSMSize W_Time W_Memory SIS_Tr SIS_Size SIS_Cost TS_Size TS_Cost Algorithm
73 125 8 8 1000 5117 476.633 3165759 1000 4291 9000 46619 MWA
74 125 8 8 1000 459 474.512 383099 1 1016 4001 22096 OWA
74 125 8 8 1000 8319 478.754 3166704 9375 48375 84375 510375 CWA
74 125 8 8 1000 4617 477.949 3166704 1000 4520 9000 48680 MWA
75 125 8 8 1000 363 475.828 383163 1 1064 4001 23016 OWA
75 125 8 8 1000 9016 480.07 3167637 9625 49822 86625 525398 CWA
75 125 8 8 1000 5047 477.754 3167637 1000 4488 9000 48392 MWA
76 125 8 8 1000 417 475.633 383263 1 850 3001 17194 OWA
76 125 8 8 1000 11691 479.875 3168555 11125 58234 100125 613106 CWA
76 125 8 8 1000 4868 23.3125 3168555 1000 4323 9000 46907 MWA
77 125 8 8 1000 435 16.7148 383391 1 878 3001 17558 OWA
77 125 8 8 1000 9411 35.8555 3169515 10000 52350 90000 551150 CWA
77 125 8 8 1000 4793 480.164 3169515 1000 4560 9000 49040 MWA
78 125 8 8 1000 414 478.043 383492 1 1101 4001 22957 OWA
78 125 8 8 1000 10159 482.285 3170439 10375 53439 93375 563951 CWA
78 125 8 8 1000 4696 479.371 3170439 1000 4464 9000 48176 MWA
79 125 8 8 1000 391 476.238 383551 1 809 3001 17249 OWA
79 125 8 8 1000 10958 480.48 3171369 10625 55600 95625 585400 CWA
79 125 8 8 1000 4769 478.488 3171369 1000 4480 9000 48320 MWA
80 125 8 8 1000 506 476.367 383693 1 1142 4001 23062 OWA
80 125 8 8 1000 9030 480.609 3172299 9500 47935 85500 507415 CWA
80 125 8 8 1000 4905 478.855 3172299 1000 4480 9000 48320 MWA
81 125 8 8 1000 493 476.734 383765 1 1072 4001 23216 OWA
81 125 8 8 1000 9511 480.977 3173250 10125 52677 91125 555093 CWA
81 125 8 8 1000 4528 479.52 3173250 1000 4536 9000 48824 MWA
82 125 8 8 1000 353 477.398 383841 1 826 3001 17290 OWA
82 125 8 8 1000 9727 481.641 3174183 9875 50819 88875 536371 CWA
82 125 8 8 1000 4590 479.059 3174183 1000 4488 9000 48392 MWA
83 125 8 8 1000 478 18.1289 383908 1 942 4001 21894 OWA
83 125 8 8 1000 9752 36.3633 3175116 10000 51880 90000 546920 CWA
83 125 8 8 1000 4945 479.414 3175116 1000 4488 9000 48392 MWA
84 125 8 8 1000 368 476.301 383997 1 839 3001 17207 OWA
84 125 8 8 1000 7229 480.543 3176037 8625 43308 77625 458772 CWA
84 125 8 8 1000 4616 478.551 3176037 1000 4456 9000 48104 MWA
85 125 8 8 1000 406 476.43 384073 1 826 3001 17218 OWA
85 125 8 8 1000 10446 480.672 3176961 10375 54314 93375 571826 CWA
85 125 8 8 1000 4545 478.332 3176961 1000 4464 9000 48176 MWA
86 125 8 8 1000 450 476.211 384148 1 825 3001 17193 OWA
86 125 8 8 1000 8006 480.453 3177882 9125 45661 82125 483949 CWA
86 125 8 8 1000 4628 478.715 3177882 1000 4331 9000 46979 MWA
87 125 8 8 1000 427 17.3906 384214 1 816 3001 17256 OWA
87 125 8 8 1000 7764 34.7734 3178812 9250 48065 83250 506585 CWA
87 125 8 8 1000 4850 22.25 3178812 1000 4480 9000 48320 MWA
89 125 8 8 1000 379 17.4141 384313 1 849 3001 17481 OWA
89 125 8 8 1000 9478 35.5078 3179766 10000 52065 90000 548585 CWA
89 125 8 8 1000 4842 477.562 3179766 1000 4544 9000 48896 MWA
90 125 8 8 1000 525 475.441 384445 1 1007 4001 22215 OWA
90 125 8 8 1000 9483 479.684 3180723 9750 50382 87750 531438 CWA
90 125 8 8 1000 4808 478.406 3180723 1000 4552 9000 48968 MWA
92 125 8 8 1000 515 476.285 384581 1 1011 4001 21931 OWA
92 125 8 8 1000 8538 480.5 3181653 9250 46815 83250 495335 CWA
92 125 8 8 1000 4629 479.344 3181653 1000 4480 9000 48320 MWA
93 125 8 8 1000 454 477.223 384669 1 838 3001 17422 OWA
93 125 8 8 1000 9453 481.465 3182601 10000 52530 90000 552770 CWA
93 125 8 8 1000 5047 479.066 3182601 1125 5219 10125 55971 MWA
94 125 8 8 1000 377 476.945 384736 1 942 4001 22086 OWA
94 125 8 8 1000 9112 480.156 3183552 9750 51601 87750 542409 CWA
94 125 8 8 1000 4872 23.3984 3183552 1125 5228 10125 56052 MWA
96 125 8 8 1000 400 18.5547 384854 1 993 4001 21849 OWA
96 125 8 8 1000 9390 36.4258 3184476 9750 50899 87750 536091 CWA
96 125 8 8 1000 5022 478.156 3184476 1000 4464 9000 48176 MWA
97 125 8 8 1000 475 476.035 384962 1 983 4001 21871 OWA
97 125 8 8 1000 8742 480.277 3185403 9500 48859 85500 515731 CWA
97 125 8 8 1000 4654 477.887 3185403 1000 4472 9000 48248 MWA
98 125 8 8 1000 433 475.766 385064 1 977 4001 22153 OWA
98 125 8 8 1000 8744 480.008 3186357 9500 48418 85500 511762 CWA
98 125 8 8 1000 4994 478.039 3186357 1000 4544 9000 48896 MWA
99 125 8 8 1000 455 475.918 385239 1 925 3001 17317 OWA
99 125 8 8 1000 12244 480.16 3187281 11125 58037 100125 611333 CWA
99 125 8 8 1000 4636 479.348 3187281 1000 4464 9000 48176 MWA
0 130 6 6 780 340 15.8398 385341 1 1272 3901 23772 OWA
0 130 6 6 780 7202 36.0938 3188439 11310 67902 79170 543174 CWA
0 130 6 6 780 5873 480.918 3188439 780 3876 5460 31812 MWA
1 130 6 6 780 402 479.504 385487 1 1446 3901 23886 OWA
1 130 6 6 780 9166 483.746 3189513 12870 74702 90090 600134 CWA
1 130 6 6 780 5890 21.0039 3189513 780 3708 5460 30636 MWA
2 130 6 6 780 336 16.6445 385588 1 1271 3901 23231 OWA
2 130 6 6 780 7723 36.8398 3190617 12090 71144 84630 570548 CWA
2 130 6 6 780 5915 485.703 3190617 780 3768 5460 31056 MWA
3 130 6 6 780 473 483.582 385707 1 1159 3121 19327 OWA
3 130 6 6 780 8222 487.828 3191718 11960 70554 83720 565638 CWA
3 130 6 6 780 6167 484.586 3191718 780 3762 5460 31014 MWA
4 130 6 6 780 334 482.461 385779 1 1112 3121 19184 OWA
4 130 6 6 780 7598 485.992 3192807 12090 70549 84630 566383 CWA
4 130 6 6 780 5665 485.613 3192807 780 3738 5460 30846 MWA
5 130 6 6 780 434 484.199 385872 1 1133 3121 19157 OWA
5 130 6 6 780 9453 488.441 3193890 13130 76111 91910 611557 CWA
5 130 6 6 780 5562 487.227 3193890 780 3726 5460 30762 MWA
7 130 6 6 780 367 16.6172 385922 1 1090 3121 19018 OWA
7 130 6 6 780 7913 35.8633 3194961 11700 68010 81900 546270 CWA
7 130 6 6 780 5825 488.941 3194961 910 4449 6370 36603 MWA
8 130 6 6 780 341 487.531 386055 1 1173 3121 19125 OWA
8 130 6 6 780 7050 491.062 3196035 11440 66474 80080 533958 CWA
8 130 6 6 780 5683 497.066 3196035 780 3708 5460 30636 MWA
9 130 6 6 780 368 495.652 386160 1 1145 3121 19457 OWA
9 130 6 6 780 6661 499.184 3197154 11180 65488 78260 525496 CWA
9 130 6 6 780 5486 497.41 3197154 780 3798 5460 31266 MWA
10 130 6 6 780 327 494.879 386249 1 1129 3121 19417 OWA
10 130 6 6 780 6311 498.41 3198270 10790 63506 75530 509282 CWA
10 130 6 6 780 6184 498.391 3198270 780 3792 5460 31224 MWA
11 130 6 6 780 396 496.98 386292 1 1083 3121 19323 OWA
11 130 6 6 780 7104 500.512 3199380 11310 66770 79170 535250 CWA
11 130 6 6 780 5853 21.5859 3199380 780 3780 5460 31140 MWA
12 130 6 6 780 309 17.5742 386460 1 1208 3121 19592 OWA
12 130 6 6 780 6795 36.5547 3200508 11180 66656 78260 533672 CWA
12 130 6 6 780 5401 500.91 3200508 780 3816 5460 31392 MWA
13 130 6 6 780 430 499.496 386562 1 1142 3121 19310 OWA
13 130 6 6 780 8373 503.707 3201609 12480 73452 87360 589044 CWA
13 130 6 6 780 5538 500.512 3201609 780 3762 5460 31014 MWA
14 130 6 6 780 365 498.391 386666 1 1144 3121 19120 OWA
14 130 6 6 780 7860 502.637 3202686 11960 69168 83720 555936 CWA
14 130 6 6 780 5270 504.25 3202686 780 3714 5460 30678 MWA
15 130 6 6 780 423 17.0664 386788 1 1162 3121 19546 OWA
15 130 6 6 780 7033 36.6094 3203814 11310 67292 79170 538904 CWA
15 130 6 6 780 5657 502.102 3203814 780 3816 5460 31392 MWA
16 130 6 6 780 358 500.719 386859 1 1111 3121 19087 OWA
16 130 6 6 780 5958 504.25 3204891 10790 62427 75530 501729 CWA
16 130 6 6 780 5504 21.6641 3204891 780 3714 5460 30678 MWA
17 130 6 6 780 295 16.9922 386954 1 1135 3121 19519 OWA
17 130 6 6 780 7257 36.875 3206019 11700 68810 81900 551870 CWA
17 130 6 6 780 5837 506.711 3206019 780 3816 5460 31392 MWA
18 130 6 6 780 406 505.297 386996 1 1082 3121 19058 OWA
18 130 6 6 780 8007 508.828 3207096 11830 68549 82810 550823 CWA
18 130 6 6 780 5639 506.746 3207096 780 3714 5460 30678 MWA
19 130 6 6 780 314 505.332 387101 1 1145 3121 19169 OWA
19 130 6 6 780 6210 508.863 3208179 10660 61972 74620 497764 CWA
19 130 6 6 780 5410 508.594 3208179 780 3726 5460 30762 MWA
20 130 6 6 780 448 507.18 387198 1 1137 3121 19017 OWA
20 130 6 6 780 6193 510.711 3209244 11310 64685 79170 520655 CWA
20 130 6 6 780 5373 509.324 3209244 780 3690 5460 30510 MWA
21 130 6 6 780 331 507.914 387289 1 1391 3901 23891 OWA
21 130 6 6 780 6802 511.445 3210324 11050 64660 77350 518920 CWA
21 130 6 6 780 5467 22.2969 3210324 780 3720 5460 30720 MWA
22 130 6 6 780 333 17.5664 387501 1 1382 3901 23192 OWA
22 130 6 6 780 7455 36.8945 3211413 11310 66291 79170 531897 CWA
22 130 6 6 780 5712 513.637 3211413 780 3738 5460 30846 MWA
24 130 6 6 780 396 512.223 387605 1 1144 3121 19312 OWA
24 130 6 6 780 11107 516.465 3212514 13780 81932 96460 656204 CWA
24 130 6 6 780 5806 516.238 3212514 780 3762 5460 31014 MWA
25 130 6 6 780 435 514.117 387689 1 1254 3901 23034 OWA
25 130 6 6 780 7491 517.648 3213600 11310 65944 79170 529468 CWA
25 130 6 6 780 5837 516.062 3213600 780 3732 5460 30804 MWA
26 130 6 6 780 411 514.648 387851 1 1462 3901 24472 OWA
26 130 6 6 780 8579 518.891 3214731 12220 72358 85540 579826 CWA
26 130 6 6 780 5668 519.008 3214731 780 3822 5460 31434 MWA
28 130 6 6 780 377 516.887 387970 1 1419 3901 23829 OWA
28 130 6 6 780 6990 520.418 3215802 11310 65899 79170 529153 CWA
28 130 6 6 780 5708 22.0352 3215802 910 4579 6370 37513 MWA
29 130 6 6 780 308 18.3555 388122 1 1192 3121 19240 OWA
29 130 6 6 780 7688 37.9141 3216888 11700 67810 81900 544870 CWA
29 130 6 6 780 5641 519.379 3216888 780 3732 5460 30804 MWA
30 130 6 6 780 342 517.965 388260 1 1178 3121 19466 OWA
30 130 6 6 780 8267 522.199 3218004 12480 73282 87360 587854 CWA
30 130 6 6 780 5743 520.586 3218004 780 3792 5460 31224 MWA
31 130 6 6 780 352 518.469 388394 1 1174 3121 19222 OWA
31 130 6 6 780 8903 522.711 3219090 12740 74476 89180 597772 CWA
31 130 6 6 780 5635 524.277 3219090 780 3732 5460 30804 MWA
32 130 6 6 780 299 522.156 388589 1 1235 3121 19331 OWA
32 130 6 6 780 7140 525.719 3220182 11180 65754 78260 527358 CWA
32 130 6 6 780 5652 519.664 3220182 780 3744 5460 30888 MWA
33 130 6 6 780 326 518.25 388733 1 1444 3901 24124 OWA
33 130 6 6 780 10595 522.492 3221280 13780 82216 96460 658192 CWA
33 130 6 6 780 5817 22.6914 3221280 780 3626 5460 30062 MWA
36 130 6 6 780 305 19.125 388832 1 1139 3121 19163 OWA
36 130 6 6 780 9650 40.0898 3222363 13260 77642 92820 623054 CWA
36 130 6 6 780 5623 522.781 3222363 780 3726 5460 30762 MWA
37 130 6 6 780 368 17.3984 388982 1 1190 3121 19310 OWA
37 130 6 6 780 7098 36.7031 3223458 11310 66465 79170 533115 CWA
37 130 6 6 780 5733 520.078 3223458 780 3750 5460 30930 MWA
38 130 6 6 780 325 518.668 389032 1 1090 3121 18970 OWA
38 130 6 6 780 8176 522.91 3224523 12350 70905 86450 570435 CWA
38 130 6 6 780 5315 523.457 3224523 780 3690 5460 30510 MWA
39 130 6 6 780 349 521.336 389118 1 866 2341 14546 OWA
39 130 6 6 780 6314 524.867 3225633 11050 65380 77350 523960 CWA
39 130 6 6 780 5508 521.168 3225633 780 3780 5460 31140 MWA
40 130 6 6 780 392 519.754 389264 1 1576 4681 27940 OWA
40 130 6 6 780 8637 523.996 3226725 12610 73528 88270 590356 CWA
40 130 6 6 780 5788 23.0859 3226725 780 3744 5460 30888 MWA
41 130 6 6 780 446 17.8711 389403 1 1179 3121 19251 OWA
41 130 6 6 780 8459 38.0781 3227814 11960 70706 83720 566702 CWA
41 130 6 6 780 5771 526.117 3227814 780 3738 5460 30846 MWA
42 130 6 6 780 303 523.992 389557 1 1194 3121 19314 OWA
42 130 6 6 780 6903 527.523 3228909 10920 63680 76440 511280 CWA
42 130 6 6 780 5594 525.648 3228909 780 3620 5460 30020 MWA
43 130 6 6 780 313 524.238 389633 1 1116 3121 19188 OWA
43 130 6 6 780 6514 527.77 3229998 11440 66394 80080 533398 CWA
43 130 6 6 780 5485 524.758 3229998 780 3738 5460 30846 MWA
44 130 6 6 780 311 523.344 389747 1 1154 3121 19154 OWA
44 130 6 6 780 7205 526.875 3231078 11440 66650 80080 535190 CWA
44 130 6 6 780 5565 526.848 3231078 780 3720 5460 30720 MWA
45 130 6 6 780 356 525.434 389859 1 1152 3121 19272 OWA
45 130 6 6 780 8727 529.676 3232173 12610 74015 88270 593765 CWA
45 130 6 6 780 5490 23.0195 3232173 780 3750 5460 30930 MWA
46 130 6 6 780 295 17.5742 389983 1 1164 3121 19284 OWA
46 130 6 6 780 9802 39.5234 3233268 12870 75525 90090 605895 CWA
46 130 6 6 780 5920 526.125 3233268 780 3750 5460 30930 MWA
47 130 6 6 780 381 522.949 390046 1 1103 3121 19127 OWA
47 130 6 6 780 6973 526.48 3234351 11050 64225 77350 515875 CWA
47 130 6 6 780 5788 526.125 3234351 780 3726 5460 30762 MWA
48 130 6 6 780 470 524.711 390151 1 1405 3901 24325 OWA
48 130 6 6 780 7368 528.242 3235473 11180 66224 78260 530648 CWA
48 130 6 6 780 5760 525.582 3235473 910 4568 6370 37436 MWA
49 130 6 6 780 341 524.172 390269 1 1418 3901 24128 OWA
49 130 6 6 780 6484 527.703 3236574 10920 63848 76440 512456 CWA
49 130 6 6 780 5453 526.742 3236574 780 3762 5460 31014 MWA
50 130 6 6 780 346 524.309 390399 1 1300 3901 22930 OWA
50 130 6 6 780 5083 527.133 3237645 9490 54921 66430 441387 CWA
50 130 6 6 780 5770 22.2695 3237645 780 3702 5460 30594 MWA
51 130 6 6 780 361 18.125 390506 1 1147 3121 19531 OWA
51 130 6 6 780 7001 37.1992 3238773 11180 66396 78260 531852 CWA
51 130 6 6 780 5526 525.535 3238773 910 4582 6370 37534 MWA
52 130 6 6 780 369 18.1758 390616 1 1150 3121 19054 OWA
52 130 6 6 780 5827 36.4219 3239841 10400 60070 72800 482890 CWA
52 130 6 6 780 5821 525.512 3239841 780 3696 5460 30552 MWA
53 130 6 6 780 360 524.098 390782 1 1206 3121 19230 OWA
53 130 6 6 780 9350 528.34 3240924 12610 73497 88270 590139 CWA
53 130 6 6 780 5490 528.863 3240924 780 3726 5460 30762 MWA
54 130 6 6 780 326 525.727 390830 1 1088 3121 19232 OWA
54 130 6 6 780 8571 529.969 3242022 12610 73722 88270 591714 CWA
54 130 6 6 780 5381 528.266 3242022 780 3756 5460 30972 MWA
55 130 6 6 780 408 526.145 390974 1 1184 3121 19280 OWA
55 130 6 6 780 5246 528.969 3243114 9360 54418 65520 437086 CWA
55 130 6 6 780 5835 21.6875 3243114 910 4498 6370 36946 MWA
56 130 6 6 780 292 17.4453 391076 1 1142 3121 19070 OWA
56 130 6 6 780 6785 36.1836 3244185 10920 63268 76440 508396 CWA
56 130 6 6 780 5761 527.426 3244185 780 3702 5460 30594 MWA
57 130 6 6 780 429 526.039 391192 1 1156 3121 19420 OWA
57 130 6 6 780 7361 529.57 3245298 11440 67878 80080 543786 CWA
57 130 6 6 780 5663 528.281 3245298 780 3786 5460 31182 MWA
58 130 6 6 780 473 526.867 391327 1 1435 3901 23965 OWA
58 130 6 6 780 7580 530.398 3246381 11960 69482 83720 558134 CWA
58 130 6 6 780 5784 528.586 3246381 780 3726 5460 30762 MWA
59 130 6 6 780 299 527.172 391471 1 1184 3121 19328 OWA
59 130 6 6 780 8448 531.414 3247479 12610 73852 88270 592624 CWA
59 130 6 6 780 5306 528.531 3247479 780 3756 5460 30972 MWA
60 130 6 6 780 375 18.1133 391540 1 1109 3121 19229 OWA
60 130 6 6 780 6752 37.0625 3248574 11180 65710 78260 527050 CWA
60 130 6 6 780 5599 528.324 3248574 780 3750 5460 30930 MWA
61 130 6 6 780 356 526.91 391646 1 1146 3121 19074 OWA
61 130 6 6 780 8148 531.125 3249645 11960 69374 83720 557378 CWA
61 130 6 6 780 5535 528.777 3249645 780 3702 5460 30594 MWA
62 130 6 6 780 305 18.0117 391815 1 1209 3121 19641 OWA
62 130 6 6 780 7493 37.4727 3250779 11700 69900 81900 559500 CWA
62 130 6 6 780 5612 527.121 3250779 780 3828 5460 31476 MWA
63 130 6 6 780 348 525.707 391919 1 1144 3121 19264 OWA
63 130 6 6 780 5768 529.238 3251874 10400 60920 72800 488840 CWA
63 130 6 6 780 5244 528.426 3251874 780 3750 5460 30930 MWA
64 130 6 6 780 307 527.016 392030 1 1151 3121 19223 OWA
64 130 6 6 780 6454 530.547 3252963 11050 64525 77350 517975 CWA
64 130 6 6 780 5544 21.8359 3252963 780 3738 5460 30846 MWA
66 130 6 6 780 364 17.9922 392093 1 1363 3901 23923 OWA
66 130 6 6 780 6436 36.0977 3254049 10660 61534 74620 494698 CWA
66 130 6 6 780 5682 529.547 3254049 780 3732 5460 30804 MWA
67 130 6 6 780 443 528.133 392205 1 1412 3901 24632 OWA
67 130 6 6 780 7363 531.664 3255201 11440 68762 80080 549974 CWA
67 130 6 6 780 5236 529.082 3255201 780 3864 5460 31728 MWA
68 130 6 6 780 355 527.672 392325 1 1160 3121 19160 OWA
68 130 6 6 780 8678 531.914 3256281 12350 71640 86450 575580 CWA
68 130 6 6 780 5580 531.301 3256281 780 3720 5460 30720 MWA
69 130 6 6 780 331 17.5664 392444 1 1159 3121 19207 OWA
69 130 6 6 780 9053 39.4531 3257367 12610 73334 88270 588998 CWA
69 130 6 6 780 5684 531.676 3257367 780 3732 5460 30804 MWA
70 130 6 6 780 436 528.418 392566 1 1162 3121 19258 OWA
70 130 6 6 780 9739 532.66 3258459 13000 76570 91000 613990 CWA
70 130 6 6 780 5636 23.6914 3258459 780 3744 5460 30888 MWA
72 130 6 6 780 308 17.8555 392725 1 1199 3121 19271 OWA
72 130 6 6 780 9584 38.8906 3259548 13390 78729 93730 631443 CWA
72 130 6 6 780 5790 530.457 3259548 780 3738 5460 30846 MWA
73 130 6 6 780 336 528.336 392875 1 1190 3121 19358 OWA
73 130 6 6 780 4467 531.16 3260649 9100 53250 63700 427350 CWA
73 130 6 6 780 5566 529.051 3260649 780 3762 5460 31014 MWA
74 130 6 6 780 356 527.641 392974 1 1139 3121 19187 OWA
74 130 6 6 780 6311 531.172 3261735 11050 64180 77350 515560 CWA
74 130 6 6 780 5636 529.168 3261735 780 3732 5460 30804 MWA
75 130 6 6 780 391 527.754 393106 1 1172 3121 19292 OWA
75 130 6 6 780 7278 531.285 3262830 11440 67220 80080 539180 CWA
75 130 6 6 780 5481 529.105 3262830 780 3750 5460 30930 MWA
76 130 6 6 780 371 527.691 393229 1 1423 3901 24013 OWA
76 130 6 6 780 6821 531.223 3263919 11310 66291 79170 531897 CWA
76 130 6 6 780 5464 20.9141 3263919 780 3738 5460 30846 MWA
77 130 6 6 780 331 17.3086 393320 1 1131 3121 19635 OWA
77 130 6 6 780 8024 38.043 3265062 12090 72483 84630 579921 CWA
77 130 6 6 780 5702 530.871 3265062 910 4617 6370 37779 MWA
78 130 6 6 780 321 528.75 393410 1 1130 3121 19058 OWA
78 130 6 6 780 6473 532.281 3266133 10530 60507 73710 486729 CWA
78 130 6 6 780 5497 529.016 3266133 780 3702 5460 30594 MWA
79 130 6 6 780 358 527.602 393531 1 1421 3901 24071 OWA
79 130 6 6 780 7110 531.133 3267228 11570 67975 80990 545245 CWA
79 130 6 6 780 5701 530.27 3267228 780 3750 5460 30930 MWA
80 130 6 6 780 312 528.855 393635 1 1144 3121 18976 OWA
80 130 6 6 780 6812 532.387 3268287 11310 65161 79170 523987 CWA
80 130 6 6 780 5738 530.121 3268287 780 3678 5460 30426 MWA
81 130 6 6 780 328 528.707 393764 1 1169 3121 19481 OWA
81 130 6 6 780 5496 532.238 3269406 10400 60910 72800 488770 CWA
81 130 6 6 780 5582 20.5547 3269406 780 3798 5460 31266 MWA
82 130 6 6 780 313 17.7734 393840 1 1116 3121 19332 OWA
82 130 6 6 780 6650 36.9258 3270513 11310 66423 79170 532821 CWA
82 130 6 6 780 5386 530.137 3270513 780 3774 5460 31098 MWA
83 130 6 6 780 358 528.727 394028 1 1228 3121 19492 OWA
83 130 6 6 780 6930 532.258 3271626 10790 64203 75530 514161 CWA
83 130 6 6 780 5297 531.75 3271626 780 3786 5460 31182 MWA
84 130 6 6 780 326 530.336 394090 1 1362 3901 24102 OWA
84 130 6 6 780 8495 534.578 3272730 12480 73418 87360 588806 CWA
84 130 6 6 780 5596 530.539 3272730 780 3768 5460 31056 MWA
85 130 6 6 780 455 528.418 394216 1 1166 3121 19238 OWA
85 130 6 6 780 6819 531.949 3273819 11310 65511 79170 526437 CWA
85 130 6 6 780 5724 529.262 3273819 780 3738 5460 30846 MWA
86 130 6 6 780 405 527.848 394331 1 1025 3121 18293 OWA
86 130 6 6 780 5441 530.672 3274905 10010 57514 70070 462658 CWA
86 130 6 6 780 5633 21.5078 3274905 780 3732 5460 30804 MWA
87 130 6 6 780 426 18.6797 394413 1 1122 3121 19218 OWA
87 130 6 6 780 7480 39.0586 3275997 11700 68380 81900 548860 CWA
87 130 6 6 780 5470 531.441 3275997 1040 5252 7280 43004 MWA
88 130 6 6 780 427 529.383 394611 1 1238 3121 19286 OWA
88 130 6 6 780 6949 532.914 3277083 11440 66566 80080 534602 CWA
88 130 6 6 780 5477 529.418 3277083 780 3732 5460 30804 MWA
89 130 6 6 780 299 528.004 394793 1 1222 3121 19222 OWA
89 130 6 6 780 6331 531.504 3278163 10660 62150 74620 499010 CWA
89 130 6 6 780 5675 529.395 3278163 780 3720 5460 30720 MWA
90 130 6 6 780 402 527.98 394931 1 1178 3121 19226 OWA
90 130 6 6 780 5419 531.512 3279249 10270 59148 71890 475656 CWA
90 130 6 6 780 5575 529.789 3279249 780 3732 5460 30804 MWA
91 130 6 6 780 338 528.379 395075 1 1184 3121 19064 OWA
91 130 6 6 780 6759 531.91 3280314 11050 63585 77350 511395 CWA
91 130 6 6 780 5713 22.1016 3280314 780 3690 5460 30510 MWA
92 130 6 6 780 349 17.8047 395191 1 1156 3121 19204 OWA
92 130 6 6 780 9296 39.2969 3281400 12610 74634 88270 598098 CWA
92 130 6 6 780 5538 530.359 3281400 780 3732 5460 30804 MWA
93 130 6 6 780 374 17.4648 395309 1 1158 3121 19278 OWA
93 130 6 6 780 9184 39.3867 3282495 12870 76045 90090 609535 CWA
93 130 6 6 780 6040 531.277 3282495 780 3750 5460 30930 MWA
94 130 6 6 780 452 529.156 395466 1 1327 3901 23287 OWA
94 130 6 6 780 8161 532.688 3283599 11700 69130 81900 554110 CWA
94 130 6 6 780 5527 530.746 3283599 780 3768 5460 31056 MWA
95 130 6 6 780 288 529.332 395586 1 1160 3121 19424 OWA
95 130 6 6 780 7531 532.863 3284712 11570 69289 80990 554443 CWA
95 130 6 6 780 5669 530.625 3284712 780 3786 5460 31182 MWA
97 130 6 6 780 394 529.211 395679 1 1133 3121 19181 OWA
97 130 6 6 780 6801 532.742 3285798 11050 64570 77350 518290 CWA
97 130 6 6 780 5528 20.7461 3285798 780 3732 5460 30804 MWA
98 130 6 6 780 327 17.7812 395806 1 1167 3121 19023 OWA
98 130 6 6 780 7139 37.2461 3286860 11570 67126 80990 539302 CWA
98 130 6 6 780 5296 530.438 3286860 780 3684 5460 30468 MWA
99 130 6 6 780 407 529.023 395969 1 1463 3901 23963 OWA
99 130 6 6 780 8121 533.27 3287940 11960 70430 83720 564770 CWA
99 130 6 6 780 5238 531.207 3287940 780 3720 5460 30720 MWA
0 130 7 7 910 464 19.0508 396060 1 1131 3641 21879 OWA
0 130 7 7 910 7051 37.2969 3288993 9750 54405 78000 503490 CWA
0 130 7 7 910 5845 533.043 3288993 910 4277 7280 40586 MWA
1 130 7 7 910 460 530.922 396195 1 1435 4551 27160 OWA
1 130 7 7 910 8483 535.172 3290028 10920 61090 87360 565160 CWA
1 130 7 7 910 5502 533.812 3290028 910 4235 7280 40250 MWA
2 130 7 7 910 423 531.691 396289 1 1264 4551 25729 OWA
2 130 7 7 910 7853 535.934 3291033 10400 57090 83200 529520 CWA
2 130 7 7 910 5989 22.5156 3291033 910 4165 7280 39690 MWA
3 130 7 7 910 409 18.75 396384 1 1135 3641 21379 OWA
3 130 7 7 910 7993 37.5352 3292032 10270 56857 82160 526746 CWA
3 130 7 7 910 5722 533.504 3292032 910 4151 7280 39578 MWA
4 130 7 7 910 464 531.383 396469 1 1125 3641 21369 OWA
4 130 7 7 910 8025 535.656 3293031 10140 55354 81120 513812 CWA
4 130 7 7 910 5592 533.684 3293031 910 4151 7280 39578 MWA
5 130 7 7 910 410 531.562 396560 1 1131 3641 21739 OWA
5 130 7 7 910 9309 535.805 3294069 10920 60784 87360 562712 CWA
5 130 7 7 910 5525 534.406 3294069 910 4242 7280 40306 MWA
6 130 7 7 910 438 530.926 396658 1 1008 3641 20314 OWA
6 130 7 7 910 8925 535.168 3295065 10790 59406 86320 550778 CWA
6 130 7 7 910 5858 24.6094 3295065 910 4144 7280 39522 MWA
7 130 7 7 910 356 18.8633 396748 1 1130 3641 21626 OWA
7 130 7 7 910 9442 38.3516 3296091 10920 61098 87360 565224 CWA
7 130 7 7 910 5977 533.023 3296091 910 4214 7280 40082 MWA
8 130 7 7 910 482 530.902 396799 1 831 2731 16119 OWA
8 130 7 7 910 11193 535.141 3297105 11960 65676 95680 609128 CWA
8 130 7 7 910 5814 534.02 3297105 910 4186 7280 39858 MWA
9 130 7 7 910 634 18.4453 396890 1 1131 3641 21543 OWA
9 130 7 7 910 7365 36.7812 3298122 9620 53816 76960 497868 CWA
9 130 7 7 910 5911 534.262 3298122 910 4193 7280 39914 MWA
10 130 7 7 910 543 532.141 397007 1 1417 5461 30509 OWA
10 130 7 7 910 8286 536.383 3299160 10530 58836 84240 544398 CWA
10 130 7 7 910 5880 536.926 3299160 910 4242 7280 40306 MWA
12 130 7 7 910 438 534.805 397117 1 1020 3641 20466 OWA
12 130 7 7 910 7784 539.047 3300171 10270 57173 82160 529274 CWA
12 130 7 7 910 5529 22.5508 3300171 910 4179 7280 39802 MWA
13 130 7 7 910 377 18.7148 397180 1 1103 3641 21739 OWA
13 130 7 7 910 8528 38.9258 3301212 10920 61518 87360 568584 CWA
13 130 7 7 910 5945 535.473 3301212 910 4249 7280 40362 MWA
