FSM_ID FSMStates FSMInputs FSMOutputs FSMSize W_Time W_Memory SIS_Tr SIS_Size SIS_Cost TS_Size TS_Cost Algorithm
86 40 6 6 240 52 7.14062 217305 240 898 1680 7726 MWA
87 40 6 6 240 11 7.14062 35462 1 209 481 2753 OWA
87 40 6 6 240 88 3.86328 217581 1320 5956 9240 49612 CWA
87 40 6 6 240 43 7.17969 217581 240 992 1680 8384 MWA
88 40 6 6 240 11 7.18359 35507 1 325 961 4885 OWA
88 40 6 6 240 104 7.18359 217821 1400 5840 9800 49280 CWA
88 40 6 6 240 49 7.18359 217821 240 960 1680 8160 MWA
89 40 6 6 240 12 7.18359 35538 1 271 721 3961 OWA
89 40 6 6 240 109 7.18359 218076 1320 5725 9240 47995 CWA
89 40 6 6 240 42 7.18359 218076 240 950 1680 8090 MWA
90 40 6 6 240 14 7.18359 35566 1 188 481 2756 OWA
90 40 6 6 240 121 7.18359 218358 1440 6504 10080 54168 CWA
90 40 6 6 240 51 3.06641 218358 240 964 1680 8188 MWA
91 40 6 6 240 11 3.375 35601 1 235 721 3793 OWA
91 40 6 6 240 109 5.28906 218631 1360 6094 9520 50818 CWA
91 40 6 6 240 55 7.26953 218631 240 946 1680 8062 MWA
92 40 6 6 240 10 7.26953 35619 1 258 721 4020 OWA
92 40 6 6 240 117 7.26953 218898 1480 6453 10360 54051 CWA
92 40 6 6 240 49 7.26953 218898 240 934 1680 7978 MWA
94 40 6 6 240 19 7.26953 35677 1 298 721 4024 OWA
94 40 6 6 240 107 3.69141 219159 1360 6038 9520 50426 CWA
94 40 6 6 240 53 7.26953 219159 240 962 1680 8174 MWA
95 40 6 6 240 18 7.26953 35739 1 302 721 3974 OWA
95 40 6 6 240 114 7.26953 219411 1400 6180 9800 51660 CWA
95 40 6 6 240 53 7.26953 219411 240 944 1680 8048 MWA
96 40 6 6 240 15 7.26953 35777 1 238 721 3742 OWA
96 40 6 6 240 116 3.91016 219675 1480 6656 10360 55472 CWA
96 40 6 6 240 42 7.25781 219675 240 968 1680 8216 MWA
97 40 6 6 240 12 7.26953 35837 1 300 721 3936 OWA
97 40 6 6 240 102 7.26953 219921 1400 5870 9800 49490 CWA
97 40 6 6 240 45 7.26953 219921 240 892 1680 7684 MWA
98 40 6 6 240 13 2.60547 35859 1 222 721 3816 OWA
98 40 6 6 240 120 3.69531 220200 1480 6801 10360 56487 CWA
98 40 6 6 240 60 7.26172 220200 240 998 1680 8426 MWA
99 40 6 6 240 13 7.26953 35896 1 237 721 3705 OWA
99 40 6 6 240 141 7.26953 220458 1440 6456 10080 53832 CWA
99 40 6 6 240 61 7.26953 220458 240 996 1680 8412 MWA
0 40 7 7 280 20 7.26953 35913 1 257 841 4478 OWA
0 40 7 7 280 202 7.26953 220701 1800 7485 14400 72480 CWA
0 40 7 7 280 41 7.52734 220701 280 967 2240 9696 MWA
1 40 7 7 280 12 7.52734 35930 1 257 841 4394 OWA
1 40 7 7 280 219 7.52734 220932 1720 6831 13760 66688 CWA
1 40 7 7 280 53 7.65625 220932 280 979 2240 9792 MWA
2 40 7 7 280 14 7.65625 35965 1 275 1121 5259 OWA
2 40 7 7 280 143 7.65625 221166 1600 6720 12800 64960 CWA
2 40 7 7 280 43 7.65625 221166 280 946 2240 9528 MWA
3 40 7 7 280 12 7.65625 36003 1 238 841 4263 OWA
3 40 7 7 280 205 7.65625 221421 1720 7295 13760 70400 CWA
3 40 7 7 280 48 7.65625 221421 280 1075 2240 10560 MWA
4 40 7 7 280 12 2.72266 36087 1 364 1121 5768 OWA
4 40 7 7 280 190 4.74219 221670 1600 6680 12800 64640 CWA
4 40 7 7 280 60 7.62891 221670 280 981 2240 9808 MWA
5 40 7 7 280 16 7.65625 36111 1 344 1121 5888 OWA
5 40 7 7 280 235 5.05469 221904 1840 7508 14720 72944 CWA
5 40 7 7 280 61 7.88281 221904 280 986 2240 9848 MWA
7 40 7 7 280 12 7.91406 36120 1 249 841 4575 OWA
7 40 7 7 280 259 7.91406 222162 1800 7630 14400 73640 CWA
7 40 7 7 280 62 7.91406 222162 280 1042 2240 10296 MWA
8 40 7 7 280 23 7.91406 36148 1 228 841 4211 OWA
8 40 7 7 280 163 6.89844 222411 1640 6923 13120 66864 CWA
8 40 7 7 280 51 7.62891 222411 280 1021 2240 10128 MWA
10 40 7 7 280 21 7.62891 36186 1 238 841 4263 OWA
10 40 7 7 280 202 7.62891 222666 1720 7375 13760 71040 CWA
10 40 7 7 280 42 7.62891 222666 280 1075 2240 10560 MWA
11 40 7 7 280 16 6.59375 36240 1 334 1121 5766 OWA
11 40 7 7 280 210 6.59375 222918 1720 7292 13760 70376 CWA
11 40 7 7 280 52 7.55078 222918 280 1068 2240 10504 MWA
13 40 7 7 280 15 3.41406 36273 1 233 841 4195 OWA
13 40 7 7 280 207 5.44531 223164 1760 7248 14080 70304 CWA
13 40 7 7 280 43 8.42969 223164 280 974 2240 9752 MWA
14 40 7 7 280 12 8.44531 36308 1 235 841 4134 OWA
14 40 7 7 280 175 8.44531 223401 1680 6838 13440 66464 CWA
14 40 7 7 280 41 8.44531 223401 280 993 2240 9904 MWA
15 40 7 7 280 18 8.44531 36346 1 198 561 3068 OWA
15 40 7 7 280 202 8.44531 223656 1640 6885 13120 66560 CWA
15 40 7 7 280 50 8.44531 223656 280 995 2240 9920 MWA
16 40 7 7 280 13 8.44531 36356 1 170 561 3012 OWA
16 40 7 7 280 199 8.44531 223905 1640 6843 13120 66224 CWA
16 40 7 7 280 57 8.44531 223905 280 1021 2240 10128 MWA
17 40 7 7 280 16 8.44531 36387 1 271 1121 5311 OWA
17 40 7 7 280 226 8.44531 224145 1800 7440 14400 72120 CWA
17 40 7 7 280 41 8.44531 224145 280 1000 2240 9960 MWA
18 40 7 7 280 13 8.44531 36423 1 276 841 4539 OWA
18 40 7 7 280 177 5.55469 224394 1720 7129 13760 69072 CWA
18 40 7 7 280 49 8.41797 224394 320 1184 2560 11712 MWA
20 40 7 7 280 14 7.41406 36484 1 341 1121 5633 OWA
20 40 7 7 280 220 4.88672 224631 1800 7355 14400 71440 CWA
20 40 7 7 280 62 7.49609 224631 280 953 2240 9584 MWA
21 40 7 7 280 15 7.54297 36515 1 271 1121 5311 OWA
21 40 7 7 280 173 7.54297 224871 1560 6480 12480 62760 CWA
21 40 7 7 280 44 6.71094 224871 280 960 2240 9640 MWA
22 40 7 7 280 12 6.71094 36537 1 182 561 2982 OWA
22 40 7 7 280 193 6.71094 225111 1720 7040 13760 68360 CWA
22 40 7 7 280 44 7.48438 225111 280 1000 2240 9960 MWA
24 40 7 7 280 13 7.48438 36566 1 229 841 4275 OWA
24 40 7 7 280 226 7.48438 225369 1880 8122 15040 78136 CWA
24 40 7 7 280 43 7.69922 225369 280 1042 2240 10296 MWA
25 40 7 7 280 12 7.69922 36582 1 176 561 2990 OWA
25 40 7 7 280 190 7.69922 225612 1600 6720 12800 64960 CWA
25 40 7 7 280 42 4.00781 225612 280 967 2240 9696 MWA
26 40 7 7 280 12 2.97656 36605 1 263 841 4505 OWA
26 40 7 7 280 178 4.79297 225858 1560 6598 12480 63704 CWA
26 40 7 7 280 42 8.52734 225858 280 974 2240 9752 MWA
27 40 7 7 280 13 8.53516 36664 1 339 1121 5659 OWA
27 40 7 7 280 161 8.53516 226098 1560 6440 12480 62440 CWA
27 40 7 7 280 41 8.53516 226098 280 960 2240 9640 MWA
28 40 7 7 280 13 8.53516 36719 1 335 1121 5795 OWA
28 40 7 7 280 175 8.53516 226353 1680 7010 13440 67840 CWA
28 40 7 7 280 48 8.53516 226353 280 995 2240 9920 MWA
29 40 7 7 280 13 8.53516 36756 1 277 841 4393 OWA
29 40 7 7 280 207 8.53516 226581 1720 7028 13760 68264 CWA
29 40 7 7 280 46 8.53516 226581 280 1012 2240 10056 MWA
30 40 7 7 280 13 8.53516 36774 1 178 561 3006 OWA
30 40 7 7 280 253 8.53516 226827 1800 7450 14400 72200 CWA
30 40 7 7 280 63 8.53516 226827 280 974 2240 9752 MWA
31 40 7 7 280 14 8.53516 36790 1 256 841 4519 OWA
31 40 7 7 280 174 8.53516 227076 1680 7206 13440 69408 CWA
31 40 7 7 280 41 8.20312 227076 280 981 2240 9808 MWA
32 40 7 7 280 12 4.26172 36817 1 227 841 4168 OWA
32 40 7 7 280 188 4.94922 227319 1560 6479 12480 62752 CWA
32 40 7 7 280 49 7.85156 227319 280 1007 2240 10016 MWA
33 40 7 7 280 11 7.86719 36827 1 170 561 3012 OWA
33 40 7 7 280 201 7.86719 227568 1760 7372 14080 71296 CWA
33 40 7 7 280 45 8.70703 227568 280 1021 2240 10128 MWA
34 40 7 7 280 19 8.70703 36896 1 349 1121 5641 OWA
34 40 7 7 280 194 8.70703 227805 1720 7197 13760 69616 CWA
34 40 7 7 280 48 8.70703 227805 280 953 2240 9584 MWA
35 40 7 7 280 15 8.70703 36912 1 176 561 3018 OWA
35 40 7 7 280 172 8.70703 228054 1600 6720 12800 64960 CWA
35 40 7 7 280 47 8.70703 228054 280 981 2240 9808 MWA
37 40 7 7 280 14 8.70703 36937 1 225 841 4229 OWA
37 40 7 7 280 194 8.70703 228306 1720 7332 13760 70696 CWA
37 40 7 7 280 43 8.70703 228306 280 1028 2240 10184 MWA
38 40 7 7 280 14 8.70703 36990 1 333 1121 5765 OWA
38 40 7 7 280 179 4.96094 228558 1680 7008 13440 67824 CWA
38 40 7 7 280 53 8.67578 228558 280 988 2240 9864 MWA
39 40 7 7 280 13 8.70703 37019 1 229 841 4191 OWA
39 40 7 7 280 206 8.70703 228804 1800 7650 14400 73800 CWA
39 40 7 7 280 45 8.70703 228804 280 974 2240 9752 MWA
40 40 7 7 280 14 8.70703 37050 1 231 841 4088 OWA
40 40 7 7 280 215 8.70703 229035 1680 6874 13440 66752 CWA
40 40 7 7 280 61 8.70703 229035 280 979 2240 9792 MWA
41 40 7 7 280 14 8.70703 37080 1 190 561 3046 OWA
41 40 7 7 280 197 8.70703 229287 1720 7292 13760 70376 CWA
41 40 7 7 280 44 8.70703 229287 280 1028 2240 10184 MWA
42 40 7 7 280 13 8.70703 37148 1 348 1121 5752 OWA
42 40 7 7 280 176 8.70703 229536 1640 6883 13120 66544 CWA
42 40 7 7 280 51 8.70703 229536 280 1021 2240 10128 MWA
43 40 7 7 280 14 8.70703 37200 1 332 1121 5904 OWA
43 40 7 7 280 187 8.70703 229803 1680 7258 13440 69824 CWA
43 40 7 7 280 58 4.44531 229803 280 1023 2240 10144 MWA
44 40 7 7 280 14 4.11328 37231 1 271 841 4492 OWA
44 40 7 7 280 202 5.34766 230046 1720 7163 13760 69344 CWA
44 40 7 7 280 46 7.92969 230046 280 1007 2240 10016 MWA
45 40 7 7 280 16 7.97266 37286 1 255 841 4217 OWA
45 40 7 7 280 209 7.97266 230292 1720 7086 13760 68728 CWA
45 40 7 7 280 42 7.97266 230292 280 1054 2240 10392 MWA
46 40 7 7 280 14 7.97266 37322 1 276 841 4665 OWA
46 40 7 7 280 192 7.97266 230559 1640 7129 13120 68512 CWA
46 40 7 7 280 41 7.71875 230559 280 1023 2240 10144 MWA
47 40 7 7 280 12 7.71875 37356 1 234 841 4112 OWA
47 40 7 7 280 187 7.71875 230793 1680 6756 13440 65808 CWA
47 40 7 7 280 52 7.93359 230793 280 986 2240 9848 MWA
48 40 7 7 280 12 7.93359 37374 1 258 841 4500 OWA
48 40 7 7 280 215 6.91797 231039 1760 7288 14080 70624 CWA
48 40 7 7 280 58 7.83984 231039 280 1014 2240 10072 MWA
49 40 7 7 280 13 7.83984 37417 1 243 841 4142 OWA
49 40 7 7 280 181 7.83984 231276 1640 6639 13120 64592 CWA
49 40 7 7 280 44 4.15234 231276 280 953 2240 9584 MWA
50 40 7 7 280 13 4.58594 37444 1 227 841 4189 OWA
50 40 7 7 280 191 6.85938 231522 1600 6560 12800 63680 CWA
50 40 7 7 280 64 8.0625 231522 280 1054 2240 10392 MWA
51 40 7 7 280 20 8.0625 37495 1 331 1121 5651 OWA
51 40 7 7 280 178 4.92969 231762 1520 6320 12160 61200 CWA
51 40 7 7 280 60 7.58594 231762 280 1000 2240 9960 MWA
52 40 7 7 280 23 7.60547 37551 1 256 841 4344 OWA
52 40 7 7 280 201 7.60547 232026 1800 7800 14400 75000 CWA
52 40 7 7 280 51 7.90625 232026 280 1056 2240 10408 MWA
53 40 7 7 280 15 7.90625 37585 1 234 841 4133 OWA
53 40 7 7 280 217 7.90625 232263 1760 7116 14080 69248 CWA
53 40 7 7 280 53 7.90625 232263 280 993 2240 9904 MWA
55 40 7 7 280 24 7.90625 37631 1 326 1121 5702 OWA
55 40 7 7 280 201 7.90625 232509 1680 7004 13440 67792 CWA
55 40 7 7 280 46 8.74219 232509 280 1014 2240 10072 MWA
56 40 7 7 280 14 8.74219 37699 1 308 841 4697 OWA
56 40 7 7 280 220 5.24219 232776 1800 7765 14400 74720 CWA
56 40 7 7 280 45 8.73047 232776 280 983 2240 9824 MWA
57 40 7 7 280 12 8.74219 37727 1 228 841 4190 OWA
57 40 7 7 280 182 8.74219 233022 1720 7086 13760 68728 CWA
57 40 7 7 280 42 8.74219 233022 280 1014 2240 10072 MWA
58 40 7 7 280 15 8.74219 37778 1 291 841 4533 OWA
58 40 7 7 280 153 8.74219 233268 1640 6842 13120 66216 CWA
58 40 7 7 280 53 8.74219 233268 280 1014 2240 10072 MWA
59 40 7 7 280 15 8.74219 37842 1 344 1121 5776 OWA
59 40 7 7 280 193 8.74219 233520 1640 6964 13120 67192 CWA
59 40 7 7 280 54 8.74219 233520 280 988 2240 9864 MWA
61 40 7 7 280 14 8.74219 37886 1 364 1121 5880 OWA
61 40 7 7 280 240 5.44531 233751 1760 7068 14080 68864 CWA
61 40 7 7 280 68 8.70312 233751 280 979 2240 9792 MWA
62 40 7 7 280 21 8.74219 37935 1 289 841 4636 OWA
62 40 7 7 280 248 8.74219 234012 1680 7174 13440 69152 CWA
62 40 7 7 280 66 4 234012 280 1009 2240 10032 MWA
63 40 7 7 280 12 3.40625 37972 1 357 1121 6069 OWA
63 40 7 7 280 222 5.44531 234264 1680 7048 13440 68144 CWA
63 40 7 7 280 60 8.70312 234264 280 988 2240 9864 MWA
64 40 7 7 280 11 8.74219 38000 1 188 561 2974 OWA
64 40 7 7 280 185 8.74219 234501 1520 6162 12160 59936 CWA
64 40 7 7 280 47 8.74219 234501 280 993 2240 9904 MWA
65 40 7 7 280 13 8.74219 38035 1 195 561 3009 OWA
65 40 7 7 280 192 8.74219 234744 1600 6600 12800 64000 CWA
65 40 7 7 280 47 8.74219 234744 280 1007 2240 10016 MWA
67 40 7 7 280 13 8.74219 38072 1 277 841 4456 OWA
67 40 7 7 280 220 8.74219 234981 1680 7078 13440 68384 CWA
67 40 7 7 280 47 8.74219 234981 280 953 2240 9584 MWA
68 40 7 7 280 15 8.74219 38115 1 363 1401 6803 OWA
68 40 7 7 280 249 8.74219 235221 1760 7160 14080 69600 CWA
68 40 7 7 280 68 8.74219 235221 280 1000 2240 9960 MWA
69 40 7 7 280 15 8.74219 38164 1 289 841 4510 OWA
69 40 7 7 280 180 3.60156 235464 1680 6922 13440 67136 CWA
69 40 7 7 280 57 8.69922 235464 280 967 2240 9696 MWA
70 40 7 7 280 12 3.43359 38198 1 274 841 4474 OWA
70 40 7 7 280 201 6.22266 235704 1680 6920 13440 67120 CWA
70 40 7 7 280 51 8.74219 235704 280 1000 2240 9960 MWA
71 40 7 7 280 12 8.74219 38226 1 268 841 4468 OWA
71 40 7 7 280 167 5.07031 235944 1600 6680 12800 64640 CWA
71 40 7 7 280 69 8.73438 235944 280 960 2240 9640 MWA
72 40 7 7 280 14 8.74219 38275 1 329 1121 5621 OWA
72 40 7 7 280 176 8.74219 236181 1560 6361 12480 61808 CWA
72 40 7 7 280 65 8.74219 236181 280 1033 2240 10224 MWA
73 40 7 7 280 13 8.74219 38337 1 342 1121 5718 OWA
73 40 7 7 280 213 8.74219 236427 1720 7246 13760 70008 CWA
73 40 7 7 280 47 8.74219 236427 280 1054 2240 10392 MWA
74 40 7 7 280 12 8.74219 38358 1 181 561 2953 OWA
74 40 7 7 280 186 8.74219 236661 1600 6560 12800 63680 CWA
74 40 7 7 280 48 8.74219 236661 280 946 2240 9528 MWA
76 40 7 7 280 12 8.74219 38399 1 241 841 4266 OWA
76 40 7 7 280 229 5.21484 236916 1720 7455 13760 71680 CWA
76 40 7 7 280 60 8.72266 236916 280 995 2240 9920 MWA
77 40 7 7 280 15 8.74219 38430 1 191 561 2949 OWA
77 40 7 7 280 284 8.74219 237147 1800 7305 14400 71040 CWA
77 40 7 7 280 55 8.74219 237147 280 979 2240 9792 MWA
78 40 7 7 280 20 8.74219 38445 1 175 561 3101 OWA
78 40 7 7 280 179 8.74219 237414 1560 6911 12480 66208 CWA
78 40 7 7 280 43 8.74219 237414 280 1023 2240 10144 MWA
79 40 7 7 280 14 8.74219 38499 1 294 841 4557 OWA
79 40 7 7 280 241 8.74219 237663 1720 7329 13760 70672 CWA
79 40 7 7 280 75 8.74219 237663 280 1061 2240 10448 MWA
80 40 7 7 280 16 8.74219 38524 1 265 841 4486 OWA
80 40 7 7 280 215 5.40625 237906 1640 6961 13120 67168 CWA
80 40 7 7 280 52 8.74219 237906 280 967 2240 9696 MWA
81 40 7 7 280 24 8.74219 38588 1 304 1121 5400 OWA
81 40 7 7 280 214 8.74219 238152 1760 7328 14080 70944 CWA
81 40 7 7 280 45 4.34766 238152 280 974 2240 9752 MWA
82 40 7 7 280 13 4.76562 38629 1 241 841 4098 OWA
82 40 7 7 280 222 5.625 238383 1800 7425 14400 72000 CWA
82 40 7 7 280 45 8.71484 238383 280 979 2240 9792 MWA
83 40 7 7 280 13 8.74219 38683 1 294 841 4557 OWA
83 40 7 7 280 208 8.74219 238632 1720 7249 13760 70032 CWA
83 40 7 7 280 45 8.74219 238632 280 1021 2240 10128 MWA
85 40 7 7 280 14 8.74219 38732 1 329 1121 5621 OWA
85 40 7 7 280 222 8.74219 238869 1720 7117 13760 68976 CWA
85 40 7 7 280 71 8.74219 238869 280 953 2240 9584 MWA
86 40 7 7 280 20 8.74219 38763 1 271 841 4534 OWA
86 40 7 7 280 179 8.74219 239118 1600 6680 12800 64640 CWA
86 40 7 7 280 60 8.74219 239118 280 1021 2240 10128 MWA
88 40 7 7 280 19 8.74219 38824 1 341 1121 5633 OWA
88 40 7 7 280 192 8.74219 239355 1720 7117 13760 68976 CWA
88 40 7 7 280 68 8.74219 239355 280 993 2240 9904 MWA
89 40 7 7 280 16 8.74219 38864 1 240 841 4223 OWA
89 40 7 7 280 202 8.74219 239604 1640 6803 13120 65904 CWA
89 40 7 7 280 44 8.74219 239604 280 1021 2240 10128 MWA
90 40 7 7 280 23 8.74219 38895 1 311 1121 5687 OWA
90 40 7 7 280 208 8.74219 239850 1760 7368 14080 71264 CWA
90 40 7 7 280 54 8.74219 239850 280 974 2240 9752 MWA
91 40 7 7 280 14 8.74219 38938 1 243 841 4184 OWA
91 40 7 7 280 221 8.74219 240093 1720 7403 13760 71264 CWA
91 40 7 7 280 47 8.74219 240093 280 1007 2240 10016 MWA
92 40 7 7 280 13 8.74219 38957 1 259 841 4501 OWA
92 40 7 7 280 227 8.74219 240339 1840 7652 14720 74096 CWA
92 40 7 7 280 49 8.74219 240339 280 974 2240 9752 MWA
93 40 7 7 280 19 8.74219 38978 1 221 841 4183 OWA
93 40 7 7 280 224 8.74219 240585 1800 7610 14400 73480 CWA
93 40 7 7 280 46 8.74219 240585 280 1014 2240 10072 MWA
94 40 7 7 280 13 8.74219 39047 1 309 841 4614 OWA
94 40 7 7 280 204 8.74219 240840 1680 7130 13440 68800 CWA
94 40 7 7 280 53 8.74219 240840 280 995 2240 9920 MWA
95 40 7 7 280 13 2.94141 39073 1 266 841 4529 OWA
95 40 7 7 280 166 4.75391 241089 1600 6680 12800 64640 CWA
95 40 7 7 280 49 8.69531 241089 280 1021 2240 10128 MWA
96 40 7 7 280 12 8.74219 39101 1 268 841 4426 OWA
96 40 7 7 280 224 8.74219 241323 1720 6874 13760 67032 CWA
96 40 7 7 280 49 8.74219 241323 280 946 2240 9528 MWA
97 40 7 7 280 14 8.74219 39135 1 234 841 4196 OWA
97 40 7 7 280 168 8.74219 241569 1600 6720 12800 64960 CWA
97 40 7 7 280 45 8.74219 241569 280 1054 2240 10392 MWA
98 40 7 7 280 12 8.74219 39176 1 201 561 3015 OWA
98 40 7 7 280 155 8.74219 241812 1560 6679 12480 64352 CWA
98 40 7 7 280 45 8.74219 241812 280 1007 2240 10016 MWA
0 40 8 8 320 23 8.74219 39224 1 288 1281 6112 OWA
0 40 8 8 320 339 8.74219 242058 2040 8422 18360 92118 CWA
0 40 8 8 320 51 8.74219 242058 320 1096 2880 12424 MWA
2 40 8 8 320 17 8.74219 39255 1 271 1281 5999 OWA
2 40 8 8 320 273 8.74219 242295 1800 7355 16200 80595 CWA
2 40 8 8 320 49 8.74219 242295 320 1072 2880 12208 MWA
3 40 8 8 320 14 5.41406 39295 1 280 961 5008 OWA
3 40 8 8 320 287 8.4375 242526 1880 7659 16920 83971 CWA
3 40 8 8 320 43 8.74219 242526 320 1056 2880 12064 MWA
5 40 8 8 320 14 8.74219 39308 1 213 961 4765 OWA
5 40 8 8 320 261 8.74219 242775 1880 7741 16920 84709 CWA
5 40 8 8 320 43 8.74219 242775 320 1144 2880 12856 MWA
7 40 8 8 320 14 8.74219 39347 1 279 961 4983 OWA
7 40 8 8 320 245 6.05078 243003 1840 7496 16560 82184 CWA
7 40 8 8 320 46 8.72656 243003 320 1008 2880 11632 MWA
8 40 8 8 320 15 8.74219 39389 1 242 961 4650 OWA
8 40 8 8 320 290 8.74219 243234 1960 7733 17640 85277 CWA
8 40 8 8 320 46 8.74219 243234 320 1016 2880 11704 MWA
9 40 8 8 320 16 8.74219 39431 1 242 961 4866 OWA
9 40 8 8 320 202 8.74219 243492 1640 7006 14760 76174 CWA
9 40 8 8 320 46 4.875 243492 320 1128 2880 12712 MWA
10 40 8 8 320 15 3.57031 39452 1 221 961 4725 OWA
10 40 8 8 320 261 7.91016 243735 1880 7767 16920 84943 CWA
10 40 8 8 320 47 8.74219 243735 320 1088 2880 12352 MWA
11 40 8 8 320 17 3.69141 39470 1 178 641 3298 OWA
11 40 8 8 320 296 8.08594 243960 1840 7290 16560 80330 CWA
11 40 8 8 320 50 8.74219 243960 320 1040 2880 11920 MWA
12 40 8 8 320 13 8.74219 39483 1 173 641 3309 OWA
12 40 8 8 320 417 8.74219 244188 2040 8036 18360 88644 CWA
12 40 8 8 320 72 8.74219 244188 320 1048 2880 11992 MWA
13 40 8 8 320 21 8.74219 39523 1 320 1281 6432 OWA
13 40 8 8 320 327 8.74219 244431 1920 8008 17280 87432 CWA
13 40 8 8 320 45 8.74219 244431 320 1088 2880 12352 MWA
14 40 8 8 320 14 8.74219 39554 1 231 961 4663 OWA
14 40 8 8 320 294 8.74219 244665 1760 6992 15840 77008 CWA
14 40 8 8 320 77 8.74219 244665 320 1104 2880 12496 MWA
15 40 8 8 320 25 8.74219 39584 1 230 961 4662 OWA
15 40 8 8 320 250 8.74219 244899 1800 7350 16200 80550 CWA
15 40 8 8 320 48 8.74219 244899 320 1064 2880 12136 MWA
16 40 8 8 320 13 3.92969 39605 1 181 641 3301 OWA
16 40 8 8 320 240 5.67969 245124 1760 7100 15840 77980 CWA
16 40 8 8 320 48 8.72656 245124 320 1040 2880 11920 MWA
17 40 8 8 320 17 8.74219 39637 1 232 961 4688 OWA
17 40 8 8 320 287 8.74219 245361 1880 7633 16920 83737 CWA
17 40 8 8 320 74 8.74219 245361 320 1112 2880 12568 MWA
19 40 8 8 320 25 8.74219 39651 1 214 961 4622 OWA
19 40 8 8 320 289 8.74219 245592 1760 7028 15840 77332 CWA
19 40 8 8 320 74 9.57812 245592 320 1096 2880 12424 MWA
20 40 8 8 320 20 9.57812 39695 1 244 961 4604 OWA
20 40 8 8 320 306 9.57812 245817 1840 7290 16560 80330 CWA
20 40 8 8 320 42 8.28906 245817 320 1080 2880 12280 MWA
21 40 8 8 320 13 8.28906 39721 1 186 641 3338 OWA
21 40 8 8 320 288 8.28906 246048 1960 7853 17640 86357 CWA
21 40 8 8 320 47 8.28906 246048 320 1016 2880 11704 MWA
22 40 8 8 320 15 3.35156 39757 1 276 1281 5876 OWA
22 40 8 8 320 249 6.04688 246273 1880 7405 16920 81685 CWA
22 40 8 8 320 45 8.28906 246273 320 1080 2880 12280 MWA
23 40 8 8 320 18 2.87891 39767 1 170 641 3354 OWA
23 40 8 8 320 299 5.69141 246510 1800 7275 16200 79875 CWA
23 40 8 8 320 61 8.28125 246510 320 1112 2880 12568 MWA
24 40 8 8 320 26 8.28906 39806 1 279 1281 6039 OWA
24 40 8 8 320 383 8.28906 246750 2080 8480 18720 92960 CWA
24 40 8 8 320 46 8.28906 246750 320 1040 2880 11920 MWA
25 40 8 8 320 25 8.29297 39849 1 243 961 4771 OWA
25 40 8 8 320 289 7.28516 246996 1840 7612 16560 83228 CWA
25 40 8 8 320 53 8.30078 246996 320 1136 2880 12784 MWA
26 40 8 8 320 24 8.30078 39886 1 197 641 3349 OWA
26 40 8 8 320 277 7.24219 247227 1760 6948 15840 76612 CWA
26 40 8 8 320 44 7.33594 247227 320 1056 2880 12064 MWA
27 40 8 8 320 15 7.33594 39915 1 229 961 4613 OWA
27 40 8 8 320 324 7.33594 247455 1920 7608 17280 83832 CWA
27 40 8 8 320 58 4.5625 247455 320 1088 2880 12352 MWA
28 40 8 8 320 14 4.11719 39949 1 194 641 3282 OWA
28 40 8 8 320 264 5.97266 247674 1640 6353 14760 70297 CWA
28 40 8 8 320 71 8.04297 247674 320 1064 2880 12136 MWA
30 40 8 8 320 24 8.06641 39982 1 233 961 4593 OWA
30 40 8 8 320 332 8.06641 247899 1800 7295 16200 80055 CWA
30 40 8 8 320 60 8.10938 247899 320 1080 2880 12280 MWA
31 40 8 8 320 19 8.10938 40014 1 312 1281 6328 OWA
31 40 8 8 320 335 8.10938 248133 1760 7232 15840 79168 CWA
31 40 8 8 320 66 8.10938 248133 320 1104 2880 12496 MWA
32 40 8 8 320 23 8.10938 40029 1 255 961 4959 OWA
32 40 8 8 320 296 8.10938 248361 1720 6748 15480 74492 CWA
32 40 8 8 320 70 8.15234 248361 320 1088 2880 12352 MWA
33 40 8 8 320 26 8.15234 40076 1 327 1281 6407 OWA
33 40 8 8 320 349 8.15234 248601 1880 7800 16920 85240 CWA
33 40 8 8 320 72 8.15234 248601 320 1120 2880 12640 MWA
34 40 8 8 320 25 8.15234 40107 1 231 961 4663 OWA
34 40 8 8 320 308 8.15234 248835 1760 7072 15840 77728 CWA
34 40 8 8 320 71 8.08984 248835 320 1064 2880 12136 MWA
35 40 8 8 320 26 3.20703 40141 1 314 1281 6298 OWA
35 40 8 8 320 391 6.26562 249066 1920 7696 17280 84624 CWA
35 40 8 8 320 71 8.18359 249066 320 1056 2880 12064 MWA
36 40 8 8 320 25 8.23828 40166 1 225 961 4681 OWA
36 40 8 8 320 289 8.23828 249303 1680 6798 15120 74622 CWA
36 40 8 8 320 71 8.23828 249303 320 1112 2880 12568 MWA
37 40 8 8 320 23 8.23828 40177 1 171 641 3291 OWA
37 40 8 8 320 326 8.23828 249528 1760 7020 15840 77260 CWA
37 40 8 8 320 58 8.28125 249528 320 1080 2880 12280 MWA
38 40 8 8 320 17 8.28125 40207 1 230 961 4686 OWA
38 40 8 8 320 336 8.28125 249765 1800 7315 16200 80235 CWA
38 40 8 8 320 72 8.28125 249765 320 1112 2880 12568 MWA
39 40 8 8 320 20 8.28125 40246 1 239 961 4623 OWA
39 40 8 8 320 274 8.28125 249993 1720 6828 15480 75212 CWA
